0,256,-500,0,0,None
-1,256,-500,0,0,None
-356,158.3047,49.98145,-97.6953,549.98145,M1
5,158.1224,50.24512,-0.18229675,0.26367188,M1
7,157.6406,50.8457,-0.48181152,0.6005783,None
10,157.0547,51.22656,-0.5858917,0.38085938,None
16,156.2865,51.99561,-0.76820374,0.7690506,None
17,156.0651,52.37646,-0.22140503,0.38085175,None
18,155.8828,52.64014,-0.18229675,0.2636795,None
15,155.7786,52.71338,-0.10420227,0.07323837,None
17,155.7786,52.76465,0,0.05126953,None
2,155.7786,52.71338,0,-0.05126953,M1
15,155.7786,52.76465,0,0.05126953,M1
16,155.987,53.07227,0.20840454,0.307621,M1
17,156.5729,53.48242,0.585907,0.41015244,M1
10,156.9505,53.31396,0.377594,-0.16846085,None
6,157.237,53.31396,0.28649902,0,None
17,158.0182,53.31396,0.7812042,0,None
17,158.7083,53.14551,0.690094,-0.1684494,None
17,158.8125,52.88184,0.10420227,-0.26367188,None
16,159.1901,52.64014,0.377594,-0.24169922,None
17,159.6719,52.47168,0.48181152,-0.16846085,None
3,159.776,52.47168,0.10409546,0,M1
13,160.1797,52.47168,0.40370178,0,M1
17,160.4661,53.31396,0.2863922,0.84228134,M1
17,160.5443,54.94727,0.078201294,1.6333084,M1
17,161.4297,56.82227,0.8854065,1.875,M1
14,162.6016,59.12207,1.1718903,2.2998009,None
2,162.6016,59.12207,0,0,None
13,164.0729,62.62305,1.4713135,3.5009804,None
0,165.0234,65.43555,0.9505005,2.8124962,None
8,165.9089,68.43115,0.88549805,2.9956055,None
15,166.6771,72.10791,0.7681885,3.6767578,None
19,167.0807,74.83984,0.40361023,2.7319336,None
17,167.7448,77.41064,0.664093,2.5707932,None
14,168.6302,80.47949,0.8854065,3.0688553,None
19,169.6198,83.19678,0.9895935,2.7172852,None
17,170.6875,86.5293,1.0677032,3.3325195,None
14,172.6276,91.73682,1.940094,5.2075195,None
18,174.4635,97.03955,1.835907,5.3027344,None
17,176.625,103.0161,2.161499,5.9765472,None
16,180.0104,109.5933,3.3854065,6.577202,None
17,182.5495,113.2627,2.539093,3.669403,None
17,184.8932,115.4014,2.3437042,2.1386948,None
15,187.4323,117.7085,2.539093,2.307106,M2
2,187.4323,117.7085,0,0,M2
16,188.6042,119.2393,1.1719055,1.5307999,None
1,188.6042,119.2393,0,0,None
16,189.2682,120.1768,0.66400146,0.9375,None
15,190.6224,120.6089,1.3542023,0.4320984,None
16,191.2083,120.5137,0.5858917,-0.095199585,M1
2,191.3255,120.5137,0.11720276,0,M1
18,192.3021,120.5137,0.976593,0,M1
14,192.9792,120.5137,0.67710876,0,M1
19,193.8516,120.6821,0.87239075,0.168396,M1
0,194.0469,120.7773,0.1953125,0.095199585,None
17,194.737,120.8506,0.690094,0.07330322,None
13,196.0911,120.8506,1.3540955,0,None
19,197.0547,121.2827,0.9636078,0.4320984,None
17,197.5625,121.5464,0.50779724,0.2637024,None
15,198.2266,121.8101,0.664093,0.26369476,None
19,198.4349,121.8833,0.20831299,0.07320404,None
16,198.7344,121.9785,0.2994995,0.095199585,None
15,198.7344,121.9785,0,0,None
19,198.1484,121.9785,-0.58599854,0,None
17,197.3542,121.9785,-0.7942047,0,None
14,196.0911,121.5464,-1.2631073,-0.4320984,None
19,193.9557,120.7773,-2.1353912,-0.769104,None
16,191.9115,120.1768,-2.0442047,-0.6004944,None
15,189.5677,119.4077,-2.3437958,-0.769104,None
19,187.237,118.7119,-2.3307037,-0.6958008,None
17,185.375,118.1406,-1.8619995,-0.5712967,None
14,184.2031,116.771,-1.1719055,-1.3695984,None
19,183.6432,114.874,-0.55989075,-1.8970032,None
17,183.4219,113.3359,-0.22129822,-1.5381012,None
14,182.9531,112.3325,-0.46881104,-1.0034027,None
18,181.9896,111.7319,-0.963501,-0.60059357,None
18,181,111.6367,-0.9895935,-0.095199585,None
14,179.4505,112.2373,-1.5494995,0.60059357,None
19,179.9323,111.9663,0.48179626,-0.2709961,None
17,181.2995,108.4873,1.3672028,-3.479004,None
14,181.8854,107.2935,0.585907,-1.1937943,None
19,183.4219,106.5903,1.536499,-0.7032013,None
17,186.5469,104.8911,3.125,-1.6992035,None
14,189.6719,104.1221,3.125,-0.7689972,None
19,191.9115,104.8911,2.2395935,0.7689972,None
16,193.9557,106.6929,2.0442047,1.8018036,None
15,195.401,108.5605,1.4452972,1.8675995,None
18,196.2865,110.1938,0.88549805,1.6333008,None
18,197.1589,111.9004,0.872406,1.7065964,None
14,198.4349,113.4312,1.276001,1.5307999,None
18,199.3984,114.874,0.963501,1.4428024,None
17,200.974,116.6758,1.575592,1.801796,None
15,203.1094,118.5435,2.1354065,1.8677063,None
18,205.349,120.5137,2.2395935,1.9701996,None
17,207.9661,122.916,2.617096,2.402298,None
15,211.1823,125.8164,3.2162018,2.9003983,None
19,213.6172,128.0283,2.434906,2.2119064,None
16,216.0391,130.0864,2.4218903,2.0580902,None
15,219.4505,132.8989,3.4114075,2.8125,None
19,221.8073,134.9351,2.3567963,2.036209,None
17,223.2656,136.5684,1.4582977,1.6333008,None
14,223.6432,137.7695,0.37760925,1.2010956,None
19,223.6432,138.6118,0,0.8423004,None
16,223.6432,139.3809,0,0.769104,None
14,223.4479,140.8384,-0.19529724,1.457489,None
19,223.1615,142.1128,-0.28640747,1.2743988,None
18,222.5755,143.4092,-0.58599854,1.296402,None
14,222.1719,143.9146,-0.40359497,0.5054016,None
19,221.026,143.4824,-1.1459045,-0.43218994,None
17,219.5547,142.0396,-1.4712982,-1.44281,None
14,216.9245,139.4761,-2.6302032,-2.5634918,None
19,213.4219,136.1362,-3.502594,-3.3399048,None
17,209.5286,132.2251,-3.8933105,-3.9111023,None
14,203.0052,124.52,-6.5233917,-7.705101,None
19,197.6406,116.6758,-5.364609,-7.8442,None
17,189.8542,104.2173,-7.786392,-12.458496,None
13,181.6901,91.66357,-8.164108,-12.553734,None
20,177.1068,86.62451,-4.5832977,-5.039055,None
17,174.1771,84.22949,-2.9297028,-2.3950195,None
13,173.0313,83.19678,-1.1457977,-1.0327148,None
19,172.9271,83.19678,-0.10420227,0,None
18,173.1094,83.12354,0.18231201,-0.07323456,None
