0,256,-500,0,0,None
2487,256,-500,0,0,None
-2472,363.1111,149.3333,107.111115,649.3333,M1
0,339.5555,137.3333,-23.555603,-12,M1
0,319.5555,139.1111,-20,1.7778015,M1
11,304,152.4444,-15.555511,13.333298,M1
18,294.6667,183.1111,-9.333313,30.666702,M1
15,297.3333,204.8889,2.666626,21.777802,M1
18,307.1111,222.2222,9.7778015,17.333298,M1
43,332.4445,244.8889,25.333374,22.666702,M1
2,332.4445,245.3333,0,0.44439697,M1
5,333.7778,245.3333,1.333313,0,M1
15,333.7778,245.3333,0,0,M1
18,331.1111,240.4444,-2.666687,-4.8889008,M1
17,328.4445,233.3333,-2.666626,-7.1110992,M1
16,321.7778,222.6667,-6.666687,-10.666595,M1
18,316.8889,216.4444,-4.888916,-6.2223053,M1
15,315.1111,211.1111,-1.777771,-5.3332977,M1
18,313.7778,209.3333,-1.333313,-1.7778015,M1
15,313.3333,211.1111,-0.44448853,1.7778015,M1
17,316.4445,218.2222,3.1111755,7.1110992,M1
18,318.6667,224.4444,2.2221985,6.2221985,M1
15,323.5555,226.6667,4.8888245,2.2223053,M1
17,328.4445,227.5556,4.888977,0.88890076,M1
17,329.3333,222.2222,0.88882446,-5.3334045,M1
17,325.7778,214.2222,-3.5555115,-8,M1
2220,308.4445,196.8889,-17.333313,-17.333298,M1
4,296.8889,188.8889,-11.555603,-8,M1
8,271.1111,180.4444,-25.777771,-8.444504,M1
8,255.5556,184.8889,-15.555511,4.444504,M1
8,246.2222,200.8889,-9.333405,16,M1
12,246.2222,212,0,11.111099,M1
16,259.5555,231.1111,13.333313,19.1111,M1
17,282.6667,257.7778,23.111176,26.666702,M1
16,300,270.6667,17.333313,12.8888855,M1
18,314.6667,268.4445,14.666687,-2.2221985,M1
15,326.2222,252.8889,11.555511,-15.555588,M1
18,334.6667,225.7778,8.444489,-27.1111,M1
17,335.1111,207.1111,0.4444275,-18.666702,M1
15,323.5555,186.2222,-11.555603,-20.8889,M1
17,304.8889,164,-18.666626,-22.222198,M1
17,279.5555,151.5556,-25.333374,-12.444397,M1
18,246.6667,161.3333,-32.88881,9.777695,M1
16,232.8889,183.5556,-13.7778015,22.222305,M1
17,232,206.6667,-0.88890076,23.1111,M1
16,246.6667,226.2222,14.666702,19.555496,M1
17,271.1111,243.5556,24.444412,17.333405,M1
16,282.6667,247.1111,11.5555725,3.5554962,M1
18,300,242.2222,17.333313,-4.8889008,M1
16,308.4445,230.2222,8.444489,-12,M1
17,312.4445,214.2222,4,-16,M1
17,312.4445,194.2222,0,-20,M1
15,302.6667,170.6667,-9.7778015,-23.555496,M1
18,282.2222,145.7778,-20.444489,-24.8889,M1
16,262.6667,139.5556,-19.555511,-6.2221985,M1
17,244.4444,149.3333,-18.22229,9.777695,M1
17,233.7778,172.4444,-10.666595,23.1111,M1
16,232.8889,200.4444,-0.88890076,28,M1
17,246.6667,220.8889,13.7778015,20.444504,M1
16,260.8889,232.8889,14.222183,12,M1
17,276.8889,238.6667,16,5.7778015,M1
18,287.1111,239.1111,10.222229,0.44439697,M1
16,296,233.3333,8.8888855,-5.7778015,M1
18,304,216,8,-17.333298,M1
15,305.7778,202.2222,1.7778015,-13.7778015,M1
18,303.1111,168.8889,-2.666687,-33.333298,M1
